Liver_1_ctrl	Liver_1_treat1	Liver_1_treat2	Liver_2_ctrl1	Liver_2_ctrl2	Liver_2_ctrl3	Liver_2_treat1	Liver_2_treat2	Liver_2_treat3	Adipo_1_ctrl	Adipo_1_treat1	Adipo_1_treat2	Adipo_2_ctrl1	Adipo_2_ctrl2	Adipo_2_ctrl3	Adipo_2_treat1	Adipo_2_treat2	Adipo_2_treat3
Gm5253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5257	0	0	13	8.98	9	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5258	40	20	68	53	41	17	23.01	7	19	4	13	1	0	0	0	0	0	0
Gm5259	0	0	2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5264	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm5265	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0
Gm5266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52687	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0
Gm5269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52698	0	10	5	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0
Gm527	0	0	0	3	0	0	13	15	16	0	4	3	0	0	0	0	0	0
Gm5270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52713	12	0	20	5	7	0	3	15	0	0	0	0	0	0	0	0	0	0
Gm5272	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0
Gm5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5276	0	0	2	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
Gm5277	131	147	138	74	135	183	116	114.96	65	80	25	78	405	0	0	0	0	0
Gm5278	0	0	4	0	8	0	9.69	0	0	0	0	5	0	0	0	0	0	0
Gm5279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5281	8	0	0	13	7	0	0	0	0	1	0	2	0	0	0	0	0	0
Gm52829	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52870	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0
Gm5288	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52907	1	0	0	3	0	1	9	5	4	0	0	0	0	0	0	0	0	0
Gm5291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5292	0	0	0	0	0	0	106.59	50.72	0	0	0	7.79	0	0	0	0	0	0
Gm52946	0	0	0	4	0	0	0	2	0	0	0	0	57	0	0	0	0	0
Gm52947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52948	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52951	0	0	0	1	6.75	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm52952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52955	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0
Gm52956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52965	0	0	2	0	0	5.35	0	0	0	0	10	0	0	0	0	0	0	0
Gm52966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52969	35	38	25	45	49.93	14	3	46	41	165	191	215.71	0	0	236.97	17	0	0
Gm5297	8.44	0	5	1	0	1.03	0	0	0	1	32.04	3	0	1	0	0	1.89	0
Gm52970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52981	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52986	10	10	9	14	10	36	6	4	17	5	0	0	0	0	0	0	0	0
Gm52987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52988	24	36	15	26	15	30	21	4	5	7	12	19	129	0	0	0	0	0
Gm52989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53	35.58	25.92	78.39	62.43	114.79	115.17	200.32	54.65	37.54	45.22	32.91	46.02	178.54	0	0.46	1	0	0
Gm5300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53007	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Gm53008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53012	64.53	34.24	67.17	107	115	100	88	93.95	151.07	51	63.1	49.44	117	0	0	0	0	0
Gm53013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53015	193	47	68	127	129	65	133	144	234	24	15	36	0	0	0	0	0	0
Gm53016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53018	16	0	0	0	3	20	1	13	0	0	0	0	0	0	0	0	0	0
Gm53019	1	0	0	0	4	0	0	0	0	35	37	169	0	0	0	0	0	0
Gm5302	0	0	0	0	0	0	10.63	0	0	0	0	1.58	0	0	0	0	0	0
Gm53020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5303	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
Gm53030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53033	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Gm53034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53040	0	0	4.1	3	4	0	14	3	15.21	0	0	0	0	0	0	0	0	0
Gm53041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5305	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm53051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53055	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0
Gm53056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53057	2.14	0	5	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm53058	0	59	18	9	0	12	8	14	37	0	0	0	0	0	0	0	0	0
Gm5306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53065	22.05	17	37.47	13.35	15	31	0	19	10.35	12	9	39.64	0	0	0	0	0	0
Gm53066	12	1	1	14	31	13	11	11	11	0	0	0	0	0	0	0	0	0
Gm5307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5308	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5313	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5315	2	18	14	48	27	31	27	2	3	1	7	3	0	0	0	0	0	0
Gm5316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5317	0	0	0	0	0	0	0	0	0	0	0	0	66.99	0	0	0	0	0
Gm5318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5320	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53207	13	3	8	3	5	5	14	56	13	79	119	111	0	1	0	0	0	1
Gm5321	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Gm53218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5322	0	6.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5331	0	0	0	0	0	0	0	0	28.47	0	0	0	0	0	0	0	0	0
Gm5334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53374	0	1	0	6	11	0	7	2	23	2	2	0	0	0	0	0	0	0
Gm5338	0	7	0	53	9	45	12	3	0	0	16	0	0	0	0	0	0	0
Gm5339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm534	69	77	141	129	124	91	116	89	141	37	53	36	2349	0	0	1	0	0
Gm5340	0	8	0	0	0	11.86	0	0	0	0	1	1	0	0	0	0	0	0
Gm5342	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53435	0	0	0	1	5	0	0	0	0	4	0	3	0	0	0	0	0	0
Gm5345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5347	1	5	34	68	73	17.68	42	28	4	0	20	10	0	0	0	0	0	0
Gm5350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5353	13	2	2.04	8	9.91	0	24	2.28	8.15	0	0	10.61	0	0	0	0	0	0
Gm53533	19	0	0	0	17	1	6	1	0	0	1	1	0	0	0	0	33	0
Gm5354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5356	88.11	100	120.99	51.65	41.52	102	64.84	26.43	26.58	25	51	50.77	0	0	0	0	0	0
Gm53567	7.47	0	12.11	0	0.67	0	1.23	0	0	0	0	0	0	0	0	0	94	0
Gm5357	45	30	58	33	58	91	47	26	6.45	4	46	14	0	0	0	0	0	0
Gm5358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm536	27	20	11	7	23	5	1	32	0	0	1	2	0	0	0	0	0	0
Gm5361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53610	21	21	41	123	99	39	81	78	60	23	32	37	1	0	0	0	0	0
Gm53617	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5362	0	0	0	10	2.5	8	0	0	0	0	1	0	0	0	0	0	0	0
Gm5363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53660	0	0	1	12	0	0	0	18	6	0	1	0	0	0	0	0	0	0
Gm5368	0	1	0	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0
Gm53681	3	0	0	4	0	19.59	0	0	0	0	0	0	0	0	0	0	0	0
Gm5369	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Gm53692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5370	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm5371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5373	18.005	19	7	12.5	0.005	6.5	4	1.735	0	3.5	0	19.505	0.035	0	0	0	0	0
Gm5374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm53771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5379	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm5380	0	2	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm5381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5384	1.06	0	0	0	0	0	1	1	1	0	1.03	1.2	0	0	0	0	0	0
Gm5385	0	2	12.05	10.44	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Gm5386	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5388	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0
Gm5389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5390	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
Gm5391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5396	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	1	0
Gm5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5398	126	51	117	14	63	52	31	63	36	17	27	60	0	0	0	0	0	0
Gm5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5402	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0
Gm5403	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm54030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5406	0	0	0	0	0	0	6.85	0	0	0	0	0	0	0	0	0	0	0
Gm5407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54095	1	4	13	20	10	7	0	3	0	0	0	0	0	0	0	0	0	0
Gm54109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54112	24.12	0	58.55	0	58.33	8.64	24.67	32	72.87	52.62	4.94	12.04	6.02	1	2.73	0	0.99	1
Gm5414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5417	0	0	0	0	0	8.42	0	0	0	0	0	0	0	0	0	0	0	0
Gm5418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5420	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Gm5421	0	3	0	2.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5422	0	1	0	0	0	0	0	0	0	0	5	3	0	0	0	0	1	0
Gm5424	0	0	0	0	0	0	0	0	0	10.12	0	4.06	0	0	0	0	0	0
Gm5425	0	2.04	0	7.29	0	0	21.74	22.43	39.45	1	8.11	19.49	0	0	0	0	0	0.01
Gm54266	6	1	0	0	0	0	2	16	12	2	0	0	0	0	0	0	0	0
Gm5427	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0
Gm5430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5431	21	2	1	39	8	0	35	24	0	4	3	0	0	0	0	0	0	0
Gm54310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54318	1.31	0	6	23	16	0	0	25	0	0	0	0	0	0	0	0	0	0
Gm5432	14	2	2	12	0	5	9	2	31	0	1	0	70	0	0	0	0	0
Gm54339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5436	45.38	14.12	57.39	55.9	61.73	76.14	43.29	20.42	10.17	17.04	0	23.3	0	0	0	0	0	0
Gm54360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54372	8	9	11	38	12	20	25	6	7	12	8	4	23	0	0	0	0	0
Gm54373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm54383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
